id,price
18825,221212.97973086973
30956,228119.02540345502
47193,1047645.1476033682
27799,247588.88421371364
22259,223704.41133520243
42190,219993.91417301132
50303,401506.2704748319
34920,371891.38021732727
58714,506422.027333044
4390,448493.98637755384
13280,200082.4458397854
25371,191389.34651209493
21600,817813.1510134495
60208,427150.1980448096
42267,214128.4601947994
61692,216011.92206650044
25118,247901.75654492032
59223,628072.0449209261
9733,226867.3343615203
46302,1157505.3353592032
15902,754804.3595277681
21355,214128.4601947994
50381,292845.95274078747
3217,187691.07218255338
38304,200082.4458397854
32565,206099.03532671765
33166,691187.1214654807
11496,227027.98374322735
22661,214128.4601947994
43720,495470.40765269124
53158,384591.60211060883
54033,197340.80877132076
19445,404969.445952744
38184,357702.7910941135
12171,227220.55499485583
49105,307315.44974108547
61949,387891.1710816624
40181,2036631.1254018405
28420,284990.9483669757
54660,267849.37375101843
48202,578046.602872315
51380,310196.3695073032
56273,282600.88918982324
44835,273952.58404718706
40711,337368.07069309196
49275,290824.9641208854
27784,269235.2123191084
25651,265755.54368603864
62685,232005.9373363605
15177,1898012.613526015
11130,741341.9425781907
5186,160714.03330052682
2530,156751.4143135645
41409,396505.22484915546
39043,408472.9330584479
54874,361165.205588135
6736,231087.959865724
47756,294199.89008868707
24858,193199.96754853055
42307,2238506.6301907203
33751,214128.4601947994
54100,618523.910887513
3373,193408.36596595467
45589,208129.2217014597
4492,1005893.1436603941
56109,565803.6676732771
42951,231390.86949989077
24417,498482.15462686727
39202,739911.2265623371
21268,382670.5565816122
25951,410602.63510520273
29674,1577601.154084837
15410,289818.5260985409
31503,1624939.386148657
27314,137217.7368870388
958,741341.9425781907
39389,407339.9471578284
29058,509238.3899577818
64280,201129.65567143634
38131,1060138.6571701355
48565,213330.48620163876
17548,270170.80221197417
12985,195654.59808996378
10229,405636.6066391691
5831,380133.32876558515
18724,264371.9538154105
52431,238235.79872771108
60990,278232.43513916346
2150,184815.96960943282
54882,607752.8368577862
35798,479673.2233424692
29245,463555.7172076585
29178,343311.143574862
60166,239645.05299863222
42259,380171.6549807128
65590,241097.82409038377
308,1360412.3692844464
40493,188681.8376246679
25779,295523.9114652026
46296,355775.88932210836
39157,255536.23047879222
61182,354824.67510164133
22722,293532.7294022619
42517,294220.38154905033
57693,403986.8072254551
44994,473544.9048570395
45586,279326.3242930262
64004,885990.1854864759
33808,1731732.3776223816
16795,1200726.2537192553
10388,273952.58404718706
37552,277233.19983414107
12246,573613.198235356
3744,508912.2692643987
42302,269648.2837079706
57286,1366955.4272394965
48424,191355.64785924763
639,279065.37172108446
12761,349694.91351295216
12558,259729.64096156202
15417,215543.7133393449
1832,189359.66004266377
38779,1194706.0726797595
39404,2090238.4555543452
58706,228276.58863244148
17264,509238.3899577818
16048,288295.7718089331
35996,269868.7497019734
42746,256439.48933247506
6175,186051.1034251873
10233,200082.4458397854
63821,391515.9665962842
6651,351901.5413553787
33432,419361.6812028903
29101,230199.91962181442
33849,186174.08377549815
28761,198713.26294822156
4643,600816.9089641264
18859,403036.7136881907
17707,2417323.66343267
33279,512852.7588864024
64908,310403.0219575886
20465,4818855.7453925405
66144,206099.03532671765
52742,441314.4145634722
53014,377755.2583308565
56398,327098.4923519923
56113,340278.14010755665
62501,278232.43513916346
17164,276563.83002840035
25841,150267.54749489194
19241,323789.68630618067
26838,273955.1211794955
5818,502451.8532628983
48695,205511.96734989426
41952,396762.2882148613
51243,495183.60904045956
53721,212290.51310687835
9394,977767.587787882
44851,206099.03532671765
64808,925531.3796091594
66054,1159498.6864006543
50544,170783.10570348462
61604,628251.1171238242
51057,279065.37172108446
33043,186353.17966202847
54086,301959.7139377287
43958,427542.3971456799
1893,639466.9959226209
59011,276291.85914683505
35507,273128.9995898714
63540,458440.265365346
30239,227359.75498260185
36423,201642.16700326873
42071,658769.4094625929
30985,477642.1891221043
35153,238235.79872771108
30588,585040.9791974104
32275,843576.0831477275
50657,1144665.5788653297
14182,408406.40497350105
49678,166799.371056248
59068,381200.15370358556
23930,532014.0335283976
36392,672149.350280562
59467,389521.2447596166
40576,394051.1516246333
32859,256834.15073487084
206,214128.4601947994
6632,354925.82352257526
15240,244262.3762771978
30386,626576.1964333578
17762,598051.623329974
59059,278232.43513916346
13148,163207.82967276493
18132,279065.37172108446
23588,248710.25941728865
41530,384537.74481273105
43675,219479.30177292772
24636,1112339.8407746956
37189,293387.11205402034
48025,703913.972769103
59876,386170.7594443908
27428,307594.2512928194
33325,276785.73259142914
30201,337844.31162040663
63043,191389.34651209493
58202,275410.7979610785
43028,240234.21471451633
3988,550931.3345105689
32921,309742.0773675058
21960,186789.5648238892
3459,325507.4769957492
48873,350920.2860956721
23810,637376.7625092652
22392,267849.37375101843
20824,344349.8338402454
2486,304870.39433656354
1480,273869.39383465087
45880,200082.4458397854
6787,459678.45056352095
28962,595848.2767878459
59537,375768.7413596798
62691,546315.36362143
48579,343390.91628640593
33588,266864.17390134203
49287,216011.92206650044
56851,267849.37375101843
15965,526570.7953674656
38124,218421.4359687432
1033,224500.49701987457
56293,540120.3822850098
62772,417661.4269224856
59018,466373.535268394
8439,225432.33079139714
45965,382536.1821436911
28004,285661.3416915169
45856,436346.3353038545
59300,621653.6697829639
31561,811737.8876201975
12037,196022.36888986238
32922,1273841.3461580358
52743,465744.06038851273
44672,379274.6224351055
5705,499524.9303369863
20886,292610.3204926589
65241,206099.03532671765
40899,264936.2420984443
16208,304203.23365013837
64820,1050776.322226357
41114,753549.8083139408
22679,339945.81744771963
10095,204377.69636318955
30807,521894.68636631116
23158,1131390.7218071278
9881,280154.8920123461
37414,1756963.8067893325
13527,216011.92206650044
30324,269648.2837079706
43532,366336.55723421223
9447,1268805.2152460585
17082,186861.99467075354
43884,270393.84758643334
38011,248251.35877942
27172,409140.093744873
65968,280121.9494648827
12680,193217.54678601693
5204,677879.8078794709
27251,403024.58439073054
57037,228389.68220184333
31881,241037.7286376213
63384,541077.3273138674
58211,193752.81578192406
51854,384000.6655183424
64049,346225.44685792684
8262,214728.91183412579
55828,200082.4458397854
31065,263915.6875681265
329,396094.8628563101
55057,206099.03532671765
2003,327658.6294638953
60661,258089.64491301947
22405,472822.83468384034
35369,188030.3509640408
20169,180651.55849272994
42525,538002.1211095344
59346,1322940.512514934
53493,295299.901875616
35893,858690.9958879951
50928,739911.2265623371
32709,457823.84085425606
27922,159844.41176861082
25444,289172.9343702517
51529,2460724.733639013
34486,327761.144717957
9333,1017834.1296316785
14770,280284.87738754996
1783,280566.3764663879
36710,759611.3768522076
9076,783165.3816329434
13299,257146.41110851825
64282,557291.2262893869
43746,365663.12018583866
53255,2021249.2511179699
9936,193752.81578192406
14253,230301.21088289912
14368,145837.06160129525
29015,400449.14289181004
32498,1169057.5627129592
55084,543473.768287129
63687,207984.58833273762
1322,193766.91165702656
15313,973348.420945093
1692,180681.93698725253
63439,137534.47660873333
15931,299181.5577581559
23753,226867.3343615203
37438,200082.4458397854
25209,273952.58404718706
806,408406.40497350105
20156,226867.3343615203
50591,245641.62898570183
15258,285829.5798799666
13312,1300476.351737006
42055,897617.9631582804
33844,1604646.802122681
10003,1002642.1849306432
4236,188256.2704561009
47509,299081.639973472
33479,494485.31862590427
20440,209008.4435707333
41497,223067.90689289587
28151,270548.1854854265
39162,133226.69403400595
27821,370779.55095891573
56678,416824.36023613095
42473,329798.954043895
46571,1621065.4333690596
47777,148037.62562844288
51986,767003.7718803366
51536,446300.5951497389
15047,181633.2021940281
22500,207885.81937957264
8303,398643.8987663061
14660,143555.8372516034
27556,6269442.818412456
35476,287368.620432326
16802,269648.2837079706
35222,2262293.784992541
37892,200082.4458397854
65556,273680.5741649019
60181,691755.634811779
25224,915972.0438946704
33792,279065.37172108446
39271,331726.72121969296
47618,200082.4458397854
27198,292834.5358303601
21267,285341.2010012365
922,552795.1514819267
35112,779739.0848324638
43110,392183.12728270935
34767,221212.97973086973
18947,203214.8302030372
40780,305703.3309184846
43002,188502.7417381376
36087,678233.6287360578
59802,301507.1976903156
23830,371919.6337510375
6923,388217.284223958
27872,206099.03532671765
47292,439480.0593322456
52279,441657.34022756753
6187,293349.8753590905
10180,334305.36695111165
17611,242882.9607532421
47310,391515.9665962842
13941,271149.28845327394
44941,758905.0174253116
45170,406171.94947225874
6115,186353.17966202847
893,216343.86776970784
25465,212290.51310687835
53229,287310.33188557276
9392,388293.7308280963
71,427702.02113551385
55102,191389.34651209493
42905,662180.9553478846
29188,1107631.3672190413
27270,483064.48897691845
15101,297631.843744106
27925,200082.4458397854
22512,221869.3538610259
43033,289172.9343702517
23773,1038554.7539185466
42745,386546.09005447826
20028,410087.7396436833
65625,203872.2535227819
62728,2995887.70179999
57566,170594.8944183008
34785,419587.33120746294
45575,308613.0588940138
8315,2184118.226168026
44168,159844.41176861082
11352,276727.7684111314
8105,200082.4458397854
14812,266381.40125737875
48491,2622618.369202594
64185,367298.87129437504
6719,772548.2080873816
1084,309008.2328200545
5875,228943.79196081325
41220,216011.92206650044
22058,3751098.4555788254
36414,280284.87738754996
11168,744880.3429364853
40196,478326.2824944667
27222,469791.591186358
31742,591411.3126191921
32698,205488.93415238828
56225,398254.5344558648
48739,1440633.3669093244
57320,197846.92158496007
36526,345372.9082320036
22228,532603.8085642825
9586,216011.92206650044
39426,230174.0297598025
14816,455706.0636373132
48857,2973852.225035341
38111,239946.01037883078
18407,148037.62562844288
7242,200082.4458397854
15046,144338.49489681024
54126,566362.7608534322
7438,1621640.3768166122
12929,1594044.6891873796
12804,509238.3899577818
62775,340721.509109256
25329,343654.0310055075
65186,221869.3538610259
13782,218045.4599728626
3594,291178.7630549371
56149,256786.86026748765
14854,255409.7365058884
35928,3655832.251240911
42603,269648.2837079706
52595,241493.33258225367
5410,246562.29172986237
1387,349841.3673082803
12045,282933.5566919203
46610,2178261.821145883
50621,922358.1680265153
41432,682420.0391114195
35480,282351.822056826
10300,385681.0204558034
46658,185854.8238440381
22674,719108.6739376499
59026,279065.37172108446
22973,200082.4458397854
28748,187054.76582438833
7394,381429.34992963454
61393,565774.0173617654
18786,287310.33188557276
26483,205290.25792422157
3323,229615.74505788911
58024,199571.81867187363
28017,401395.2919600378
57614,423176.15647636936
52778,461811.7090662662
10024,396886.5604474812
28159,801494.1989021521
56216,311449.86726560927
40937,406728.6973740847
35898,729917.64419526
8624,282171.8711408626
2712,269648.2837079706
18865,388869.10301283584
35773,266417.01837494876
15966,279065.37172108446
46544,395607.398895542
45687,618975.9105789737
39438,145623.39432908967
10346,214128.4601947994
37492,362352.4004127128
36728,195687.5701911795
12110,228323.1170485476
12260,612840.9989875522
4409,490217.8149172905
19951,292890.59063560166
22458,505439.2820724409
13632,475017.4431197856
31261,310437.983113843
14552,177663.79614944034
46255,1449554.4800775317
10221,387875.62889174855
52132,999606.2054640455
60713,206099.03532671765
26155,216011.92206650044
21672,1773251.3323106712
27899,406728.6973740847
46877,234522.85906203266
13723,214128.4601947994
15416,309060.38450506725
35539,280357.7252785471
39792,230254.44217189
45678,271149.28845327394
58138,214128.4601947994
46509,537744.6303052376
58669,611006.0159828312
11517,210541.04467498627
1370,258788.8662522332
50843,212622.45881008578
10807,150006.3890806873
50603,500394.2541965109
26079,279065.37172108446
8360,400893.2873840828
23559,347574.67349725333
48566,301930.78790928354
50231,214128.4601947994
58044,304965.2211009588
34861,239934.9802132551
32880,614876.8167831782
62273,340721.509109256
1540,270030.4949155819
22376,402331.3664790355
36384,2505245.574746554
10948,273952.58404718706
20588,186981.48914897745
42924,278232.43513916346
61697,414307.7764047587
10983,384000.6655183424
47829,196264.31172791243
15306,353337.34252255125
17327,304581.92166949506
2164,223704.41133520243
61398,216011.92206650044
21142,193752.81578192406
50649,154071.80531795576
57554,454133.5872838978
61766,506351.8926918614
37194,307315.44974108547
33190,208195.77618256083
51159,342041.45925864397
36032,281432.5519466169
48121,1616600.092995613
47986,279065.37172108446
23401,785624.7828953541
6685,404969.445952744
32800,405457.888436649
37870,284719.0022823584
42118,177886.69585507852
23922,268218.18425650476
12705,347046.23052657134
56682,363104.4629155792
36586,382403.3291533155
29085,185076.64988803535
53703,362955.1159984161
589,276118.6708697511
46423,257146.41110851825
3161,508687.21691519313
63355,197831.59034531456
57846,214128.4601947994
52590,137452.94405737272
52170,396319.1465205704
60642,249964.1812464684
48859,498959.46204681526
63507,233686.0625944581
8348,231087.959865724
38172,483275.79951292666
29765,214460.4058980068
43070,199855.11973090115
32017,231352.18817769457
58261,184293.47933360326
7812,304520.8785902346
46436,323508.8179650128
34272,566074.6806903036
20923,409140.093744873
22903,177809.62042688383
38722,211627.13972004093
7596,193752.81578192406
9147,612340.5096393782
17508,191210.2506255646
34206,1947023.476015741
60801,364954.1914550852
30472,1416552.0380662424
56552,228779.44080879833
60287,677879.8078794709
53451,308340.22804615885
55661,475033.015046161
1141,289787.4024235174
40524,264677.84708748653
12480,214128.4601947994
30673,197629.00514424025
18758,844769.4967467473
16125,206099.03532671765
54820,462925.5429602927
8673,560420.8486657357
31496,398254.5344558648
31485,500936.3093987056
57017,389744.73197347805
53042,417233.88891341066
18144,1189513.8425644608
62265,226867.3343615203
27124,249237.56088135127
12586,269980.2294111779
60360,398707.1554095056
52068,221362.76364462875
46274,278797.55950592196
974,309975.57182068325
5457,221212.97973086973
60079,279065.37172108446
13646,229750.35259028515
42706,462452.426279926
29548,419032.4898619859
43394,1540376.7871121787
47088,350374.79351400246
25445,259677.46121210748
48465,444907.5266003148
23819,418092.4087748431
40445,741341.9425781907
13674,261867.93558892034
31842,485186.59178145154
32903,421713.61511603964
6999,191389.34651209493
39047,222139.12727246078
42400,411834.2897522861
55689,359316.9971417421
201,279065.37172108446
19864,311776.0559402101
25977,439600.9642228585
58363,191145.62552398088
3009,540869.8304548762
50944,356337.6033797003
54404,146903.33429797908
40734,305611.9568803642
34251,411834.2897522861
33708,225750.93818238494
19509,271866.8270990675
31491,219059.24243351608
